Fecha,Región,Provincia,Distrito,Establecimiento,Tipo_Combustible,Precio_Soles_Galon
2026-08-24,Ica,Chincha,Chincha Alta,ESCOH S.A.C.,Gasolina Premium,21.45
2026-08-24,Ica,Chincha,Chincha Alta,ESTACION CHINCHA S.A.C.,Gasolina Premium,21.49
2026-08-24,Ica,Chincha,Chincha Alta,GRUPO SANCHEZ S.A.C.,Gasolina Premium,22.70
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES CP SERVICIOS GENERALES S.A.C.,Gasolina Premium,20.99
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES VERASUR EIRL,Gasolina Premium,20.99
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES VILLAVICENCIO & HNOS S.A.C.,Gasolina Premium,21.65
2026-08-24,Ica,Chincha,Chincha Alta,LUIS ALBERTO DOMINGO SÁNCHEZ ACEVEDO,Gasolina Premium,21.99
2026-08-24,Ica,Chincha,Chincha Alta,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Premium,21.29
2026-08-24,Ica,Chincha,Chincha Alta,NAGIBE ESTACION EIRL,Gasolina Premium,20.99
2026-08-24,Ica,Chincha,Chincha Alta,SERGAS COMBUSTIBLE S.A.C.,Gasolina Premium,21.59
2026-08-24,Ica,Chincha,Chincha Alta,SERVICENTRO SAPORO SAC,Gasolina Premium,20.89
2026-08-24,Ica,Chincha,Chincha Alta,SUPER GRIFO CHINCHA  S.A.C.,Gasolina Premium,21.29
2026-08-24,Ica,Chincha,Chincha Alta,SUPER GRIFO CHINCHA SAC,Gasolina Premium,21.29
2026-08-24,Ica,Chincha,Chincha Alta,VIRTUAL GAS S.A.C.,Gasolina Premium,20.99
2026-08-24,Ica,Chincha,Chincha Alta,BENYKENT SAC,Gasolina Regular,19.99
2026-08-24,Ica,Chincha,Chincha Alta,COESTI S.A,Gasolina Regular,20.45
2026-08-24,Ica,Chincha,Chincha Alta,COMBSUR SAC,Gasolina Regular,20.49
2026-08-24,Ica,Chincha,Chincha Alta,ESCOH S.A.C.,Gasolina Regular,20.45
2026-08-24,Ica,Chincha,Chincha Alta,ESTACION CHINCHA S.A.C.,Gasolina Regular,20.39
2026-08-24,Ica,Chincha,Chincha Alta,GRUPO SANCHEZ S.A.C.,Gasolina Regular,21.40
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES CP SERVICIOS GENERALES S.A.C.,Gasolina Regular,19.69
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES VERASUR EIRL,Gasolina Regular,19.99
2026-08-24,Ica,Chincha,Chincha Alta,INVERSIONES VILLAVICENCIO & HNOS S.A.C.,Gasolina Regular,20.95
2026-08-24,Ica,Chincha,Chincha Alta,LUIS ALBERTO DOMINGO SÁNCHEZ ACEVEDO,Gasolina Regular,21.19
2026-08-24,Ica,Chincha,Chincha Alta,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Regular,19.99
2026-08-24,Ica,Chincha,Chincha Alta,NAGIBE ESTACION EIRL,Gasolina Regular,19.99
2026-08-24,Ica,Chincha,Chincha Alta,SERGAS COMBUSTIBLE S.A.C.,Gasolina Regular,20.89
2026-08-24,Ica,Chincha,Chincha Alta,SERVICENTRO SAPORO SAC,Gasolina Regular,19.79
2026-08-24,Ica,Chincha,Chincha Alta,SUPER GRIFO CHINCHA  S.A.C.,Gasolina Regular,20.29
2026-08-24,Ica,Chincha,Chincha Alta,SUPER GRIFO CHINCHA SAC,Gasolina Regular,20.29
2026-08-24,Ica,Chincha,Chincha Alta,VIRTUAL GAS S.A.C.,Gasolina Regular,18.99
2026-08-24,Ica,Chincha,Chincha Baja,CORPORACION UNO S.A.,Diesel DB5,24.45
2026-08-24,Ica,Chincha,Chincha Baja,ENERGIGAS S.A.C.,Diesel DB5,23.49
2026-08-24,Ica,Chincha,Chincha Baja,GRIFOS CARU SRL,Diesel DB5,24.42
2026-08-24,Ica,Chincha,Chincha Baja,MULTISERVICIOS ECOGAS S.A.C.,Diesel DB5,23.99
2026-08-24,Ica,Chincha,Chincha Baja,CORPORACION UNO S.A.,Gasolina Premium,21.31
2026-08-24,Ica,Chincha,Chincha Baja,ENERGIGAS S.A.C.,Gasolina Premium,20.89
2026-08-24,Ica,Chincha,Chincha Baja,GRIFOS CARU SRL,Gasolina Premium,21.98
2026-08-24,Ica,Chincha,Chincha Baja,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Premium,20.89
2026-08-24,Ica,Chincha,Chincha Baja,CORPORACION UNO S.A.,Gasolina Regular,19.95
2026-08-24,Ica,Chincha,Chincha Baja,ENERGIGAS S.A.C.,Gasolina Regular,19.89
2026-08-24,Ica,Chincha,Chincha Baja,GRIFOS CARU SRL,Gasolina Regular,21.92
2026-08-24,Ica,Chincha,Chincha Baja,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Regular,19.75
2026-08-24,Ica,Chincha,El Carmen,CORPORACION Y SERVICIOS EL SALVADOR S.A.C.,Diesel DB5,24.19
2026-08-24,Ica,Chincha,El Carmen,EMPRESA DE TRANSPORTES SAGRADO CORAZON DE JESUS S.A,Diesel DB5,24.50
2026-08-24,Ica,Chincha,El Carmen,GRIFO DEL CARMEN NUEVA PANAMERICANA S.A.C.,Diesel DB5,23.69
2026-08-24,Ica,Chincha,El Carmen,CORPORACION Y SERVICIOS EL SALVADOR S.A.C.,Gasolina Premium,22.59
2026-08-24,Ica,Chincha,El Carmen,GRIFO DEL CARMEN NUEVA PANAMERICANA S.A.C.,Gasolina Premium,22.09
2026-08-24,Ica,Chincha,El Carmen,CORPORACION Y SERVICIOS EL SALVADOR S.A.C.,Gasolina Regular,21.59
2026-08-24,Ica,Chincha,El Carmen,EMPRESA DE TRANSPORTES SAGRADO CORAZON DE JESUS S.A,Gasolina Regular,21.60
2026-08-24,Ica,Chincha,El Carmen,GRIFO DEL CARMEN NUEVA PANAMERICANA S.A.C.,Gasolina Regular,20.99
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIO SAN CRISTOBAL S.A.C,Diesel DB5,24.10
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIOS GENERALES CHAVIN S.A.C,Diesel DB5,24.19
2026-08-24,Ica,Chincha,Grocio Prado,GLOBAL FUEL SOCIEDAD ANONIMA,Diesel DB5,24.69
2026-08-24,Ica,Chincha,Grocio Prado,INVERSIONES & NEGOCIOS ADELIR E.I.R.L.,Diesel DB5,24.20
2026-08-24,Ica,Chincha,Grocio Prado,SERG & H GAS S.A.C.,Diesel DB5,24.59
2026-08-24,Ica,Chincha,Grocio Prado,SERVICENTRO ORDESUR S.A.C.,Diesel DB5,24.15
2026-08-24,Ica,Chincha,Grocio Prado,TORRES BARRIOS SANTIAGO,Diesel DB5,24.15
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIO SAN CRISTOBAL S.A.C,Gasolina Premium,22.70
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIOS GENERALES CHAVIN S.A.C,Gasolina Premium,21.29
2026-08-24,Ica,Chincha,Grocio Prado,GLOBAL FUEL SOCIEDAD ANONIMA,Gasolina Premium,21.09
2026-08-24,Ica,Chincha,Grocio Prado,INVERSIONES & NEGOCIOS ADELIR E.I.R.L.,Gasolina Premium,21.99
2026-08-24,Ica,Chincha,Grocio Prado,SERG & H GAS S.A.C.,Gasolina Premium,21.49
2026-08-24,Ica,Chincha,Grocio Prado,SERVICENTRO ORDESUR S.A.C.,Gasolina Premium,21.35
2026-08-24,Ica,Chincha,Grocio Prado,TORRES BARRIOS SANTIAGO,Gasolina Premium,21.35
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIO SAN CRISTOBAL S.A.C,Gasolina Regular,21.40
2026-08-24,Ica,Chincha,Grocio Prado,ESTACION DE SERVICIOS GENERALES CHAVIN S.A.C,Gasolina Regular,20.39
2026-08-24,Ica,Chincha,Grocio Prado,GLOBAL FUEL SOCIEDAD ANONIMA,Gasolina Regular,19.99
2026-08-24,Ica,Chincha,Grocio Prado,INVERSIONES & NEGOCIOS ADELIR E.I.R.L.,Gasolina Regular,20.99
2026-08-24,Ica,Chincha,Grocio Prado,SERG & H GAS S.A.C.,Gasolina Regular,20.59
2026-08-24,Ica,Chincha,Grocio Prado,SERVICENTRO ORDESUR S.A.C.,Gasolina Regular,20.45
2026-08-24,Ica,Chincha,Grocio Prado,TORRES BARRIOS SANTIAGO,Gasolina Regular,20.43
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION BIO GASOL E.I.R.L.,Diesel DB5,24.29
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION DE SERVICIOS GRUPO SAN CARLOS S.A.C.,Diesel DB5,23.99
2026-08-24,Ica,Chincha,Pueblo Nuevo,GRIFO TICO TICO SAC,Diesel DB5,24.79
2026-08-24,Ica,Chincha,Pueblo Nuevo,INVERSIONES MULTIGRIFOS ASOCIADOS S.A.C.,Diesel DB5,23.59
2026-08-24,Ica,Chincha,Pueblo Nuevo,SERGAS CHINCHA S.A.C.,Diesel DB5,24.35
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION BIO GASOL E.I.R.L.,Gasolina Premium,21.29
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION DE SERVICIOS GRUPO SAN CARLOS S.A.C.,Gasolina Premium,21.47
2026-08-24,Ica,Chincha,Pueblo Nuevo,GRIFO TICO TICO SAC,Gasolina Premium,21.69
2026-08-24,Ica,Chincha,Pueblo Nuevo,INVERSIONES MULTIGRIFOS ASOCIADOS S.A.C.,Gasolina Premium,21.37
2026-08-24,Ica,Chincha,Pueblo Nuevo,SERGAS CHINCHA S.A.C.,Gasolina Premium,21.59
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION BIO GASOL E.I.R.L.,Gasolina Regular,20.59
2026-08-24,Ica,Chincha,Pueblo Nuevo,ESTACION DE SERVICIOS GRUPO SAN CARLOS S.A.C.,Gasolina Regular,20.69
2026-08-24,Ica,Chincha,Pueblo Nuevo,GRIFO TICO TICO SAC,Gasolina Regular,20.99
2026-08-24,Ica,Chincha,Pueblo Nuevo,INVERSIONES MULTIGRIFOS ASOCIADOS S.A.C.,Gasolina Regular,20.83
2026-08-24,Ica,Chincha,Pueblo Nuevo,SERGAS CHINCHA S.A.C.,Gasolina Regular,20.69
2026-08-24,Ica,Chincha,Sunampe,COESTI S.A.,Diesel DB5,24.35
2026-08-24,Ica,Chincha,Sunampe,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,Diesel DB5,23.98
2026-08-24,Ica,Chincha,Sunampe,ESTACION YOKOHAMA S.A.C.,Diesel DB5,24.15
2026-08-24,Ica,Chincha,Sunampe,MULTISERVICIOS ECOGAS S.A.C.,Diesel DB5,23.99
2026-08-24,Ica,Chincha,Sunampe,SERVICENTRO SUNAMPE SAC,Diesel DB5,24.59
2026-08-24,Ica,Chincha,Sunampe,COESTI S.A.,Gasolina Premium,21.49
2026-08-24,Ica,Chincha,Sunampe,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,Gasolina Premium,20.99
2026-08-24,Ica,Chincha,Sunampe,ESTACION YOKOHAMA S.A.C.,Gasolina Premium,21.35
2026-08-24,Ica,Chincha,Sunampe,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Premium,20.89
2026-08-24,Ica,Chincha,Sunampe,SERVICENTRO SUNAMPE SAC,Gasolina Premium,21.49
2026-08-24,Ica,Chincha,Sunampe,COESTI S.A.,Gasolina Regular,20.49
2026-08-24,Ica,Chincha,Sunampe,ESTACION DE SERVICIOS MONTE EVEREST S.A.C.,Gasolina Regular,19.89
2026-08-24,Ica,Chincha,Sunampe,ESTACION YOKOHAMA S.A.C.,Gasolina Regular,20.45
2026-08-24,Ica,Chincha,Sunampe,MULTISERVICIOS ECOGAS S.A.C.,Gasolina Regular,19.75
2026-08-24,Ica,Chincha,Sunampe,SERVICENTRO SUNAMPE SAC,Gasolina Regular,20.59
2026-08-24,Ica,Ica,Ica,ABSAMI COMBUSTIBLES EIRL,Diesel DB5,23.29
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Diesel DB5,24.81
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Diesel DB5,24.81
2026-08-24,Ica,Ica,Ica,CORPORACION PERUANA DE COMMODITIES SOCIEDAD ANONIMA CERRADA,Diesel DB5,23.49
2026-08-24,Ica,Ica,Ica,EL OASIS DE ICA S.A.C.,Diesel DB5,22.75
2026-08-24,Ica,Ica,Ica,ESCOH S.A.C.,Diesel DB5,24.45
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIO LA FLORIDA-ICA S.A.C.,Diesel DB5,24.98
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS  UNO GAS,Diesel DB5,23.38
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Diesel DB5,23.99
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS ICA,Diesel DB5,23.05
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS LOS PATOS SAC,Diesel DB5,22.79
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS VILLACURI,Diesel DB5,22.84
2026-08-24,Ica,Ica,Ica,ESTACION EL OVALO EIRL,Diesel DB5,23.60
2026-08-24,Ica,Ica,Ica,ESTACION PACIFICO S.A.C.,Diesel DB5,24.79
2026-08-24,Ica,Ica,Ica,ESTACION SAN MARTIN SAC,Diesel DB5,24.30
2026-08-24,Ica,Ica,Ica,GAS PERU & J.B SOCIEDAD ANONIMA CERRADA,Diesel DB5,23.19
2026-08-24,Ica,Ica,Ica,GAS PERU SAN JOAQUIN S.A.C.,Diesel DB5,23.35
2026-08-24,Ica,Ica,Ica,GRIFO HUACACHINA SAC,Diesel DB5,24.09
2026-08-24,Ica,Ica,Ica,GRIFO PACIFICO,Diesel DB5,25.29
2026-08-24,Ica,Ica,Ica,GRIFO TACNA ICA,Diesel DB5,23.99
2026-08-24,Ica,Ica,Ica,GRIFO VELOZ,Diesel DB5,23.99
2026-08-24,Ica,Ica,Ica,LA ESPERANZA S.A.,Diesel DB5,24.89
2026-08-24,Ica,Ica,Ica,LC OPERADOR DE COMBUSTIBLE,Diesel DB5,23.40
2026-08-24,Ica,Ica,Ica,NEGOCIACION KIO SOCIEDAD ANONIMA CERRADA,Diesel DB5,23.45
2026-08-24,Ica,Ica,Ica,UNO GAS SAN MARTIN,Diesel DB5,23.39
2026-08-24,Ica,Ica,Ica,ABSAMI COMBUSTIBLES EIRL,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Gasolina Premium,21.56
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Gasolina Premium,21.56
2026-08-24,Ica,Ica,Ica,CORPORACION PERUANA DE COMMODITIES SOCIEDAD ANONIMA CERRADA,Gasolina Premium,20.85
2026-08-24,Ica,Ica,Ica,EL OASIS DE ICA S.A.C.,Gasolina Premium,19.99
2026-08-24,Ica,Ica,Ica,ESCOH S.A.C.,Gasolina Premium,21.65
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIO LA FLORIDA-ICA S.A.C.,Gasolina Premium,22.98
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS  UNO GAS,Gasolina Premium,21.55
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Gasolina Premium,20.49
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS ICA,Gasolina Premium,20.85
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS LOS PATOS SAC,Gasolina Premium,20.63
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS VILLACURI,Gasolina Premium,20.25
2026-08-24,Ica,Ica,Ica,ESTACION EL OVALO EIRL,Gasolina Premium,20.80
2026-08-24,Ica,Ica,Ica,ESTACION PACIFICO S.A.C.,Gasolina Premium,22.29
2026-08-24,Ica,Ica,Ica,ESTACION SAN MARTIN SAC,Gasolina Premium,21.60
2026-08-24,Ica,Ica,Ica,GAS PERU & J.B SOCIEDAD ANONIMA CERRADA,Gasolina Premium,20.49
2026-08-24,Ica,Ica,Ica,GAS PERU SAN JOAQUIN S.A.C.,Gasolina Premium,20.54
2026-08-24,Ica,Ica,Ica,GRIFO HUACACHINA SAC,Gasolina Premium,21.09
2026-08-24,Ica,Ica,Ica,GRIFO PACIFICO,Gasolina Premium,21.99
2026-08-24,Ica,Ica,Ica,GRIFO TACNA ICA,Gasolina Premium,20.99
2026-08-24,Ica,Ica,Ica,GRIFO VELOZ,Gasolina Premium,20.99
2026-08-24,Ica,Ica,Ica,LA ESPERANZA S.A.,Gasolina Premium,22.99
2026-08-24,Ica,Ica,Ica,LC OPERADOR DE COMBUSTIBLE,Gasolina Premium,21.50
2026-08-24,Ica,Ica,Ica,NEGOCIACION KIO SOCIEDAD ANONIMA CERRADA,Gasolina Premium,20.25
2026-08-24,Ica,Ica,Ica,UNO GAS SAN MARTIN,Gasolina Premium,21.19
2026-08-24,Ica,Ica,Ica,ABSAMI COMBUSTIBLES EIRL,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Gasolina Regular,20.63
2026-08-24,Ica,Ica,Ica,COMERCIALIZADORA DE COMBUSTIBLES TRIVE&NTILDE;O S.A.C.,Gasolina Regular,20.63
2026-08-24,Ica,Ica,Ica,CORPORACION PERUANA DE COMMODITIES SOCIEDAD ANONIMA CERRADA,Gasolina Regular,19.75
2026-08-24,Ica,Ica,Ica,EL OASIS DE ICA S.A.C.,Gasolina Regular,18.99
2026-08-24,Ica,Ica,Ica,ESCOH S.A.C.,Gasolina Regular,20.65
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIO LA FLORIDA-ICA S.A.C.,Gasolina Regular,21.98
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS  UNO GAS,Gasolina Regular,20.55
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Gasolina Regular,19.79
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS ICA,Gasolina Regular,19.09
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS LOS PATOS SAC,Gasolina Regular,19.52
2026-08-24,Ica,Ica,Ica,ESTACION DE SERVICIOS VILLACURI,Gasolina Regular,19.68
2026-08-24,Ica,Ica,Ica,ESTACION EL OVALO EIRL,Gasolina Regular,20.00
2026-08-24,Ica,Ica,Ica,ESTACION PACIFICO S.A.C.,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Ica,ESTACION SAN MARTIN SAC,Gasolina Regular,20.90
2026-08-24,Ica,Ica,Ica,GAS PERU & J.B SOCIEDAD ANONIMA CERRADA,Gasolina Regular,19.49
2026-08-24,Ica,Ica,Ica,GAS PERU SAN JOAQUIN S.A.C.,Gasolina Regular,19.35
2026-08-24,Ica,Ica,Ica,GRIFO HUACACHINA SAC,Gasolina Regular,20.29
2026-08-24,Ica,Ica,Ica,GRIFO PACIFICO,Gasolina Regular,20.99
2026-08-24,Ica,Ica,Ica,GRIFO TACNA ICA,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Ica,GRIFO VELOZ,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Ica,LA ESPERANZA S.A.,Gasolina Regular,21.99
2026-08-24,Ica,Ica,Ica,LC OPERADOR DE COMBUSTIBLE,Gasolina Regular,20.80
2026-08-24,Ica,Ica,Ica,NEGOCIACION KIO SOCIEDAD ANONIMA CERRADA,Gasolina Regular,19.35
2026-08-24,Ica,Ica,Ica,UNO GAS SAN MARTIN,Gasolina Regular,20.09
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIO LA FLORIDA LOS LUNAS S.A.C.,Diesel DB5,22.98
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS MANCHEGO SRL,Diesel DB5,23.99
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS VIRGEN DE LAS NIEVES S.A.C.,Diesel DB5,23.79
2026-08-24,Ica,Ica,La Tinguiña,ESTACION FINLANDIA EIRL,Diesel DB5,22.99
2026-08-24,Ica,Ica,La Tinguiña,GLOBAL FUEL SOCIEDAD ANONIMA,Diesel DB5,24.29
2026-08-24,Ica,Ica,La Tinguiña,REPRESENTACIONES ALPA,Diesel DB5,23.99
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIO LA FLORIDA LOS LUNAS S.A.C.,Gasolina Premium,20.98
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS MANCHEGO SRL,Gasolina Premium,21.45
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS VIRGEN DE LAS NIEVES S.A.C.,Gasolina Premium,21.09
2026-08-24,Ica,Ica,La Tinguiña,ESTACION FINLANDIA EIRL,Gasolina Premium,20.99
2026-08-24,Ica,Ica,La Tinguiña,GLOBAL FUEL SOCIEDAD ANONIMA,Gasolina Premium,21.29
2026-08-24,Ica,Ica,La Tinguiña,REPRESENTACIONES ALPA,Gasolina Premium,21.39
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIO LA FLORIDA LOS LUNAS S.A.C.,Gasolina Regular,20.08
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS MANCHEGO SRL,Gasolina Regular,20.60
2026-08-24,Ica,Ica,La Tinguiña,ESTACION DE SERVICIOS VIRGEN DE LAS NIEVES S.A.C.,Gasolina Regular,20.19
2026-08-24,Ica,Ica,La Tinguiña,ESTACION FINLANDIA EIRL,Gasolina Regular,20.09
2026-08-24,Ica,Ica,La Tinguiña,GLOBAL FUEL SOCIEDAD ANONIMA,Gasolina Regular,20.09
2026-08-24,Ica,Ica,La Tinguiña,REPRESENTACIONES ALPA,Gasolina Regular,20.49
2026-08-24,Ica,Ica,Los Aquijes,COESTI S.A.,Diesel DB5,23.15
2026-08-24,Ica,Ica,Los Aquijes,CONSORCIO ICA S.A.C.,Diesel DB5,22.99
2026-08-24,Ica,Ica,Los Aquijes,EL ROSARIO,Diesel DB5,22.79
2026-08-24,Ica,Ica,Los Aquijes,ESTACION DE SERVICIOS LOS BOSQUES,Diesel DB5,22.79
2026-08-24,Ica,Ica,Los Aquijes,MANTARI MANTARI JANETE SOLAIDA,Diesel DB5,22.75
2026-08-24,Ica,Ica,Los Aquijes,MULTISERVICIOS JD VENUS SRL,Diesel DB5,22.99
2026-08-24,Ica,Ica,Los Aquijes,SERVICENTRO LA FLORIDA SAC,Diesel DB5,23.78
2026-08-24,Ica,Ica,Los Aquijes,COESTI S.A.,Gasolina Premium,20.99
2026-08-24,Ica,Ica,Los Aquijes,CONSORCIO ICA S.A.C.,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Los Aquijes,EL ROSARIO,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Los Aquijes,ESTACION DE SERVICIOS LOS BOSQUES,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Los Aquijes,MANTARI MANTARI JANETE SOLAIDA,Gasolina Premium,19.99
2026-08-24,Ica,Ica,Los Aquijes,MULTISERVICIOS JD VENUS SRL,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Los Aquijes,SERVICENTRO LA FLORIDA SAC,Gasolina Premium,21.98
2026-08-24,Ica,Ica,Los Aquijes,CONSORCIO ICA S.A.C.,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Los Aquijes,EL ROSARIO,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Los Aquijes,ESTACION DE SERVICIOS LOS BOSQUES,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Los Aquijes,MANTARI MANTARI JANETE SOLAIDA,Gasolina Regular,18.99
2026-08-24,Ica,Ica,Los Aquijes,MULTISERVICIOS JD VENUS SRL,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Los Aquijes,SERVICENTRO LA FLORIDA SAC,Gasolina Regular,20.98
2026-08-24,Ica,Ica,Ocucaje,LLANKASUN PERU E.I.R.L,Diesel DB5,22.99
2026-08-24,Ica,Ica,Ocucaje,LLANKASUN PERU E.I.R.L,Gasolina Premium,20.49
2026-08-24,Ica,Ica,Ocucaje,LLANKASUN PERU E.I.R.L,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Parcona,COESTI S.A.,Diesel DB5,23.25
2026-08-24,Ica,Ica,Parcona,EMPRESA DE TRANSPORTES CONTINENTE EIRL,Diesel DB5,22.39
2026-08-24,Ica,Ica,Parcona,ENERGIGAS S.A.C.,Diesel DB5,22.99
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Diesel DB5,22.75
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS GASTON SAC,Diesel DB5,22.99
2026-08-24,Ica,Ica,Parcona,GRIFO LASER,Diesel DB5,22.25
2026-08-24,Ica,Ica,Parcona,GRIFO PANY,Diesel DB5,22.44
2026-08-24,Ica,Ica,Parcona,MULTISERVCIOS LA FLORIDA S.A.C.,Diesel DB5,23.18
2026-08-24,Ica,Ica,Parcona,PETROLEOS SOLORZANO S.A.C.,Diesel DB5,22.44
2026-08-24,Ica,Ica,Parcona,SERVICIOS VISTA FLORIDA S.A.C.,Diesel DB5,22.39
2026-08-24,Ica,Ica,Parcona,COESTI S.A.,Gasolina Premium,21.15
2026-08-24,Ica,Ica,Parcona,EMPRESA DE TRANSPORTES CONTINENTE EIRL,Gasolina Premium,20.15
2026-08-24,Ica,Ica,Parcona,ENERGIGAS S.A.C.,Gasolina Premium,21.19
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Gasolina Premium,20.79
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS GASTON SAC,Gasolina Premium,20.19
2026-08-24,Ica,Ica,Parcona,GRIFO LASER,Gasolina Premium,20.14
2026-08-24,Ica,Ica,Parcona,GRIFO PANY,Gasolina Premium,20.89
2026-08-24,Ica,Ica,Parcona,INVERSIONES PETRO GAS S&C E.I.R.L.,Gasolina Premium,22.29
2026-08-24,Ica,Ica,Parcona,MULTISERVCIOS LA FLORIDA S.A.C.,Gasolina Premium,21.98
2026-08-24,Ica,Ica,Parcona,PETROLEOS SOLORZANO S.A.C.,Gasolina Premium,20.25
2026-08-24,Ica,Ica,Parcona,SERVICIOS VISTA FLORIDA S.A.C.,Gasolina Premium,20.15
2026-08-24,Ica,Ica,Parcona,COESTI S.A.,Gasolina Regular,20.05
2026-08-24,Ica,Ica,Parcona,EMPRESA DE TRANSPORTES CONTINENTE EIRL,Gasolina Regular,19.40
2026-08-24,Ica,Ica,Parcona,ENERGIGAS S.A.C.,Gasolina Regular,20.59
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS CRUCE SAN JOAQUIN S.A.C.,Gasolina Regular,19.78
2026-08-24,Ica,Ica,Parcona,ESTACION DE SERVICIOS GASTON SAC,Gasolina Regular,19.99
2026-08-24,Ica,Ica,Parcona,GRIFO LASER,Gasolina Regular,19.35
2026-08-24,Ica,Ica,Parcona,GRIFO PANY,Gasolina Regular,19.79
2026-08-24,Ica,Ica,Parcona,INVERSIONES PETRO GAS S&C E.I.R.L.,Gasolina Regular,20.99
