Fecha,Región,Provincia,Distrito,Establecimiento,Tipo_Combustible,Precio_Soles_Galon
2026-08-24,La Libertad,Ascope,Ascope,COMBUSTIBLE ZAVALETA PERU E.I.R.L.,Diesel DB5,26.40
2026-08-24,La Libertad,Ascope,Ascope,ESTACION DE SERVICIOS INVERSIONES SAN LORENZO S.A.C.,Diesel DB5,26.50
2026-08-24,La Libertad,Ascope,Ascope,ESTACION DE SERVICIOS INVERSIONES SAN LORENZO S.A.C.,Gasolina Premium,23.00
2026-08-24,La Libertad,Ascope,Ascope,COMBUSTIBLE ZAVALETA PERU E.I.R.L.,Gasolina Regular,21.50
2026-08-24,La Libertad,Ascope,Ascope,ESTACION DE SERVICIOS INVERSIONES SAN LORENZO S.A.C.,Gasolina Regular,21.70
2026-08-24,La Libertad,Ascope,Casa Grande,GASOLINERA DON ARMANDO S.A.C.,Diesel DB5,26.00
2026-08-24,La Libertad,Ascope,Casa Grande,INVERSIONES Y SERVICIOS  GENERALES SANTA TERESITA SAC.,Diesel DB5,26.20
2026-08-24,La Libertad,Ascope,Casa Grande,GASOLINERA DON ARMANDO S.A.C.,Gasolina Premium,23.50
2026-08-24,La Libertad,Ascope,Casa Grande,GASOLINERA DON ARMANDO S.A.C.,Gasolina Regular,22.50
2026-08-24,La Libertad,Ascope,Casa Grande,INVERSIONES Y SERVICIOS  GENERALES SANTA TERESITA SAC.,Gasolina Regular,22.50
2026-08-24,La Libertad,Ascope,Chicama,ESTACION DE SERVICIOS YESSENIA S.A.C.,Diesel DB5,23.99
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Diesel DB5,23.70
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Diesel DB5,23.70
2026-08-24,La Libertad,Ascope,Chicama,JOSE ALBERTO LEIVA CARDENAS,Diesel DB5,24.40
2026-08-24,La Libertad,Ascope,Chicama,MULTISERVICIOS CHICAMA EIRL,Diesel DB5,25.59
2026-08-24,La Libertad,Ascope,Chicama,PETRO CRYSMAR S.A.C.,Diesel DB5,23.74
2026-08-24,La Libertad,Ascope,Chicama,ESTACION DE SERVICIOS YESSENIA S.A.C.,Gasolina Premium,21.10
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Gasolina Premium,20.89
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Gasolina Premium,20.89
2026-08-24,La Libertad,Ascope,Chicama,JOSE ALBERTO LEIVA CARDENAS,Gasolina Premium,21.20
2026-08-24,La Libertad,Ascope,Chicama,MULTISERVICIOS CHICAMA EIRL,Gasolina Premium,22.99
2026-08-24,La Libertad,Ascope,Chicama,PETRO CRYSMAR S.A.C.,Gasolina Premium,20.39
2026-08-24,La Libertad,Ascope,Chicama,ESTACION DE SERVICIOS YESSENIA S.A.C.,Gasolina Regular,20.10
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Gasolina Regular,19.69
2026-08-24,La Libertad,Ascope,Chicama,ESTACION VALLE CHICAMA S.A.C,Gasolina Regular,19.69
2026-08-24,La Libertad,Ascope,Chicama,JOSE ALBERTO LEIVA CARDENAS,Gasolina Regular,20.00
2026-08-24,La Libertad,Ascope,Chicama,MULTISERVICIOS CHICAMA EIRL,Gasolina Regular,21.95
2026-08-24,La Libertad,Ascope,Chicama,PETRO CRYSMAR S.A.C.,Gasolina Regular,19.39
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS EL TRANSPORTISTA II E.I.R.L.,Diesel DB5,24.60
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS INVERSIONES NIKAROLE SAC,Diesel DB5,26.50
2026-08-24,La Libertad,Ascope,Chocope,MUNDO PETROL S.A.C.,Diesel DB5,25.49
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS EL TRANSPORTISTA II E.I.R.L.,Gasolina Premium,21.80
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS INVERSIONES NIKAROLE SAC,Gasolina Premium,22.90
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS EL TRANSPORTISTA II E.I.R.L.,Gasolina Regular,20.50
2026-08-24,La Libertad,Ascope,Chocope,ESTACION DE SERVICIOS INVERSIONES NIKAROLE SAC,Gasolina Regular,22.50
2026-08-24,La Libertad,Ascope,Chocope,MUNDO PETROL S.A.C.,Gasolina Regular,22.99
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS EL TRANSPORTISTA E.I.R.L.,Diesel DB5,24.60
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS MACABI,Diesel DB5,20.80
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS SEBASTIAN S.A.C,Diesel DB5,24.80
2026-08-24,La Libertad,Ascope,Paijan,GRIFO PAIJAN SRL,Diesel DB5,25.15
2026-08-24,La Libertad,Ascope,Paijan,SERVICIOS GENERALES VARNASA S.R.L.,Diesel DB5,26.74
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS EL TRANSPORTISTA E.I.R.L.,Gasolina Premium,21.80
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS MACABI,Gasolina Premium,20.50
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS SEBASTIAN S.A.C,Gasolina Premium,22.00
2026-08-24,La Libertad,Ascope,Paijan,GRIFO PAIJAN SRL,Gasolina Premium,22.69
2026-08-24,La Libertad,Ascope,Paijan,SERVICIOS GENERALES VARNASA S.R.L.,Gasolina Premium,22.99
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS EL TRANSPORTISTA E.I.R.L.,Gasolina Regular,20.50
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS MACABI,Gasolina Regular,18.85
2026-08-24,La Libertad,Ascope,Paijan,ESTACION DE SERVICIOS SEBASTIAN S.A.C,Gasolina Regular,20.50
2026-08-24,La Libertad,Ascope,Paijan,GRIFO PAIJAN SRL,Gasolina Regular,21.05
2026-08-24,La Libertad,Ascope,Paijan,SERVICIOS GENERALES VARNASA S.R.L.,Gasolina Regular,21.49
2026-08-24,La Libertad,Ascope,Razuri,SANTISTEBAN BROTHERS S.A.C.,Diesel DB5,26.50
2026-08-24,La Libertad,Ascope,Razuri,SANTISTEBAN BROTHERS S.A.C.,Gasolina Regular,22.95
2026-08-24,La Libertad,Ascope,Santiago De Cao,SERVICIOS MULTIPLES ACUARIO E.I.R.L,Diesel DB5,25.69
2026-08-24,La Libertad,Ascope,Santiago De Cao,SERVICIOS MULTIPLES ACUARIO E.I.R.L,Gasolina Regular,22.79
2026-08-24,La Libertad,Bolivar,Bolivar,NEGOCIOS E INVERSIONES DAREP S.A.C.,Diesel DB5,26.49
2026-08-24,La Libertad,Bolivar,Bolivar,NEGOCIOS E INVERSIONES DAREP S.A.C.,Gasolina Premium,24.49
2026-08-24,La Libertad,Bolivar,Bolivar,NEGOCIOS E INVERSIONES DAREP S.A.C.,Gasolina Regular,22.99
2026-08-24,La Libertad,Chepen,Chepen,COMBUSTIBLES Y LUBRICANTES SANTO TOMAS E.I.R.L,Diesel DB5,23.84
2026-08-24,La Libertad,Chepen,Chepen,GLOBAL FUEL EESS CHEPEN,Diesel DB5,25.79
2026-08-24,La Libertad,Chepen,Chepen,GRIFO MULTICENTRO CHEPEN  S.R.L.,Diesel DB5,23.65
2026-08-24,La Libertad,Chepen,Chepen,GRIFO PANAMERICANO S.R.L,Diesel DB5,23.88
2026-08-24,La Libertad,Chepen,Chepen,GRIFO SANTA ROCIO EIRL,Diesel DB5,24.30
2026-08-24,La Libertad,Chepen,Chepen,GRIFOS KAMT S.A.C.,Diesel DB5,24.59
2026-08-24,La Libertad,Chepen,Chepen,GRUPO VISTA ALEGRE S.A.C.,Diesel DB5,24.19
2026-08-24,La Libertad,Chepen,Chepen,MULTISERVICIOS LOS ALAMOS EIRL,Diesel DB5,24.29
2026-08-24,La Libertad,Chepen,Chepen,COMBUSTIBLES Y LUBRICANTES SANTO TOMAS E.I.R.L,Gasolina Premium,20.95
2026-08-24,La Libertad,Chepen,Chepen,GLOBAL FUEL EESS CHEPEN,Gasolina Premium,22.99
2026-08-24,La Libertad,Chepen,Chepen,GRIFO MULTICENTRO CHEPEN  S.R.L.,Gasolina Premium,20.97
2026-08-24,La Libertad,Chepen,Chepen,GRIFO PANAMERICANO S.R.L,Gasolina Premium,20.95
2026-08-24,La Libertad,Chepen,Chepen,GRIFO SANTA ROCIO EIRL,Gasolina Premium,21.99
2026-08-24,La Libertad,Chepen,Chepen,GRIFOS KAMT S.A.C.,Gasolina Premium,21.79
2026-08-24,La Libertad,Chepen,Chepen,GRUPO VISTA ALEGRE S.A.C.,Gasolina Premium,21.59
2026-08-24,La Libertad,Chepen,Chepen,MULTISERVICIOS LOS ALAMOS EIRL,Gasolina Premium,20.99
2026-08-24,La Libertad,Chepen,Chepen,COMBUSTIBLES Y LUBRICANTES SANTO TOMAS E.I.R.L,Gasolina Regular,19.95
2026-08-24,La Libertad,Chepen,Chepen,GLOBAL FUEL EESS CHEPEN,Gasolina Regular,21.99
2026-08-24,La Libertad,Chepen,Chepen,GRIFO MULTICENTRO CHEPEN  S.R.L.,Gasolina Regular,19.96
2026-08-24,La Libertad,Chepen,Chepen,GRIFO PANAMERICANO S.R.L,Gasolina Regular,19.98
2026-08-24,La Libertad,Chepen,Chepen,GRIFO SANTA ROCIO EIRL,Gasolina Regular,21.00
2026-08-24,La Libertad,Chepen,Chepen,GRIFOS KAMT S.A.C.,Gasolina Regular,20.89
2026-08-24,La Libertad,Chepen,Chepen,GRUPO VISTA ALEGRE S.A.C.,Gasolina Regular,21.19
2026-08-24,La Libertad,Chepen,Chepen,MULTISERVICIOS LOS ALAMOS EIRL,Gasolina Regular,19.99
2026-08-24,La Libertad,Chepen,Pacanga,ALBERTO ANIBAL CABANILLAS GONZALES,Diesel DB5,24.20
2026-08-24,La Libertad,Chepen,Pacanga,COLIGASS S.A.C.,Diesel DB5,23.99
2026-08-24,La Libertad,Chepen,Pacanga,ESTACION DE SERVICIOS PACANGUILLA E.I.R.L,Diesel DB5,24.20
2026-08-24,La Libertad,Chepen,Pacanga,GRUPO VISTA ALEGRE S.A.C.,Diesel DB5,23.99
2026-08-24,La Libertad,Chepen,Pacanga,STEFANY ROSEMERY PINEDA BARAHONA,Diesel DB5,24.19
2026-08-24,La Libertad,Chepen,Pacanga,TRANSPETROL PERU SOCIEDAD ANONIMA CERRADA,Diesel DB5,23.99
2026-08-24,La Libertad,Chepen,Pacanga,COLIGASS S.A.C.,Gasolina Premium,21.59
2026-08-24,La Libertad,Chepen,Pacanga,GRUPO VISTA ALEGRE S.A.C.,Gasolina Premium,21.59
2026-08-24,La Libertad,Chepen,Pacanga,TRANSPETROL PERU SOCIEDAD ANONIMA CERRADA,Gasolina Premium,22.99
2026-08-24,La Libertad,Chepen,Pacanga,ALBERTO ANIBAL CABANILLAS GONZALES,Gasolina Regular,21.00
2026-08-24,La Libertad,Chepen,Pacanga,COLIGASS S.A.C.,Gasolina Regular,20.69
2026-08-24,La Libertad,Chepen,Pacanga,ESTACION DE SERVICIOS PACANGUILLA E.I.R.L,Gasolina Regular,21.69
2026-08-24,La Libertad,Chepen,Pacanga,GRUPO VISTA ALEGRE S.A.C.,Gasolina Regular,20.59
2026-08-24,La Libertad,Chepen,Pacanga,STEFANY ROSEMERY PINEDA BARAHONA,Gasolina Regular,21.40
2026-08-24,La Libertad,Chepen,Pacanga,TRANSPETROL PERU SOCIEDAD ANONIMA CERRADA,Gasolina Regular,21.49
2026-08-24,La Libertad,Chepen,Pueblo Nuevo,SERVICIOS LA ESPERANZA,Diesel DB5,24.70
2026-08-24,La Libertad,Chepen,Pueblo Nuevo,SERVICIOS LA ESPERANZA,Gasolina Regular,21.15
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS A Y CH SAC,Diesel DB5,25.30
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS JOLLUCO E.I.R.L.,Diesel DB5,25.30
2026-08-24,La Libertad,Gran Chimu,Cascas,FELDECON E.I.R.L.,Diesel DB5,24.99
2026-08-24,La Libertad,Gran Chimu,Cascas,NARRO VILLALOBOS WILSON ALFREDO,Diesel DB5,25.30
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS A Y CH SAC,Gasolina Premium,22.50
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS JOLLUCO E.I.R.L.,Gasolina Premium,22.50
2026-08-24,La Libertad,Gran Chimu,Cascas,FELDECON E.I.R.L.,Gasolina Premium,22.40
2026-08-24,La Libertad,Gran Chimu,Cascas,NARRO VILLALOBOS WILSON ALFREDO,Gasolina Premium,22.60
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS A Y CH SAC,Gasolina Regular,20.90
2026-08-24,La Libertad,Gran Chimu,Cascas,ESTACION DE SERVICIOS JOLLUCO E.I.R.L.,Gasolina Regular,20.90
2026-08-24,La Libertad,Gran Chimu,Cascas,FELDECON E.I.R.L.,Gasolina Regular,20.85
2026-08-24,La Libertad,Gran Chimu,Cascas,NARRO VILLALOBOS WILSON ALFREDO,Gasolina Regular,20.90
2026-08-24,La Libertad,Julcan,Julcan,ESTACION DE SERVICIOS SAN JUAN,Diesel DB5,25.80
2026-08-24,La Libertad,Julcan,Julcan,ESTACION DE SERVICIOS SAN JUAN,Gasolina Premium,24.00
2026-08-24,La Libertad,Julcan,Julcan,ESTACION DE SERVICIOS SAN JUAN,Gasolina Regular,22.60
2026-08-24,La Libertad,Otuzco,Agallpampa,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Diesel DB5,25.49
2026-08-24,La Libertad,Otuzco,Agallpampa,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Premium,23.89
2026-08-24,La Libertad,Otuzco,Agallpampa,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Regular,22.85
2026-08-24,La Libertad,Otuzco,Otuzco,CORPORACION E INVERSIONES BUENA VISTA S.A.C.,Diesel DB5,25.99
2026-08-24,La Libertad,Otuzco,Otuzco,ESTACION DE SERVICIOS PETRONORTE,Diesel DB5,26.00
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO ANGELITA,Diesel DB5,25.90
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO SAN CARLOS S.R.L.,Diesel DB5,25.50
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFOS¿S E INVERSIONES SHADAAY S.A.C.,Diesel DB5,25.00
2026-08-24,La Libertad,Otuzco,Otuzco,CORPORACION E INVERSIONES BUENA VISTA S.A.C.,Gasolina Premium,24.00
2026-08-24,La Libertad,Otuzco,Otuzco,ESTACION DE SERVICIOS PETRONORTE,Gasolina Premium,23.70
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO ANGELITA,Gasolina Premium,23.50
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO SAN CARLOS S.R.L.,Gasolina Premium,23.00
2026-08-24,La Libertad,Otuzco,Otuzco,CORPORACION E INVERSIONES BUENA VISTA S.A.C.,Gasolina Regular,23.00
2026-08-24,La Libertad,Otuzco,Otuzco,ESTACION DE SERVICIOS PETRONORTE,Gasolina Regular,22.70
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO ANGELITA,Gasolina Regular,22.50
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFO SAN CARLOS S.R.L.,Gasolina Regular,21.90
2026-08-24,La Libertad,Otuzco,Otuzco,GRIFOS¿S E INVERSIONES SHADAAY S.A.C.,Gasolina Regular,21.50
2026-08-24,La Libertad,Otuzco,Usquil,MENDEZ LAZARO HERMES DENARIO,Diesel DB5,25.50
2026-08-24,La Libertad,Otuzco,Usquil,MENDEZ LAZARO HERMES DENARIO,Gasolina Regular,23.00
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS HUAYOBAMBA E.I.R.L,Diesel DB5,24.50
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS RAMIREZ E HIJOS S.A.C.,Diesel DB5,24.45
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFO CONTINENTAL S.A.C.,Diesel DB5,24.35
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFO ORLANDO,Diesel DB5,24.88
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS DEL NORTE S.A.C.,Diesel DB5,24.89
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS RAMIREZ R & C S.A.C.,Diesel DB5,24.45
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRUPO AMELIA E.I.R.L.,Diesel DB5,23.65
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS FADA S.R.L.,Diesel DB5,24.45
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS G & M S.R.L.,Diesel DB5,24.65
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS VELASQUEZ S.R.L.,Diesel DB5,24.59
2026-08-24,La Libertad,Pacasmayo,Guadalupe,SERVICIOS LA ESPERANZA,Diesel DB5,24.65
2026-08-24,La Libertad,Pacasmayo,Guadalupe,TEO COMBUSTIBLES S.A.C.,Diesel DB5,24.45
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS HUAYOBAMBA E.I.R.L,Gasolina Premium,23.00
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS RAMIREZ E HIJOS S.A.C.,Gasolina Premium,22.69
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFO CONTINENTAL S.A.C.,Gasolina Premium,22.59
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS DEL NORTE S.A.C.,Gasolina Premium,22.19
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS RAMIREZ R & C S.A.C.,Gasolina Premium,22.69
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRUPO AMELIA E.I.R.L.,Gasolina Premium,21.85
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS FADA S.R.L.,Gasolina Premium,21.69
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS G & M S.R.L.,Gasolina Premium,22.90
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS VELASQUEZ S.R.L.,Gasolina Premium,21.99
2026-08-24,La Libertad,Pacasmayo,Guadalupe,SERVICIOS LA ESPERANZA,Gasolina Premium,22.45
2026-08-24,La Libertad,Pacasmayo,Guadalupe,TEO COMBUSTIBLES S.A.C.,Gasolina Premium,22.69
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS HUAYOBAMBA E.I.R.L,Gasolina Regular,20.50
2026-08-24,La Libertad,Pacasmayo,Guadalupe,ESTACION DE SERVICIOS RAMIREZ E HIJOS S.A.C.,Gasolina Regular,20.25
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFO CONTINENTAL S.A.C.,Gasolina Regular,20.19
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFO ORLANDO,Gasolina Regular,20.75
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS DEL NORTE S.A.C.,Gasolina Regular,20.75
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRIFOS RAMIREZ R & C S.A.C.,Gasolina Regular,20.25
2026-08-24,La Libertad,Pacasmayo,Guadalupe,GRUPO AMELIA E.I.R.L.,Gasolina Regular,20.00
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS FADA S.R.L.,Gasolina Regular,21.30
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS G & M S.R.L.,Gasolina Regular,20.25
2026-08-24,La Libertad,Pacasmayo,Guadalupe,MULTISERVICIOS VELASQUEZ S.R.L.,Gasolina Regular,21.39
2026-08-24,La Libertad,Pacasmayo,Guadalupe,SERVICIOS LA ESPERANZA,Gasolina Regular,21.10
2026-08-24,La Libertad,Pacasmayo,Guadalupe,TEO COMBUSTIBLES S.A.C.,Gasolina Regular,20.25
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,G & N GRIFOS S.A.,Diesel DB5,26.59
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICELIB SAC,Diesel DB5,27.24
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICENTRO DE TRANSPORTISTAS DE LA PROVINCIA DE PACASMAYO S.A.,Diesel DB5,25.90
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,COESTI S.A. EESS ULTRACOM PACASMAYO,Gasolina Premium,23.59
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,G & N GRIFOS S.A.,Gasolina Premium,23.59
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICELIB SAC,Gasolina Premium,23.50
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICENTRO DE TRANSPORTISTAS DE LA PROVINCIA DE PACASMAYO S.A.,Gasolina Premium,23.50
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,COESTI S.A. EESS ULTRACOM PACASMAYO,Gasolina Regular,21.79
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,G & N GRIFOS S.A.,Gasolina Regular,22.35
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICELIB SAC,Gasolina Regular,22.30
2026-08-24,La Libertad,Pacasmayo,Pacasmayo,SERVICENTRO DE TRANSPORTISTAS DE LA PROVINCIA DE PACASMAYO S.A.,Gasolina Regular,22.40
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Diesel DB5,24.25
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Diesel DB5,24.45
2026-08-24,La Libertad,Pacasmayo,San Jose,CONCORSA SAC,Diesel DB5,25.25
2026-08-24,La Libertad,Pacasmayo,San Jose,ESTACION DE SERVICIOS SAN MIGUEL SP S.A.C,Diesel DB5,24.49
2026-08-24,La Libertad,Pacasmayo,San Jose,GRAN PRIX CORPORACION EIRL,Diesel DB5,24.29
2026-08-24,La Libertad,Pacasmayo,San Jose,SERVICIOS LA ESPERANZA,Diesel DB5,24.65
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Premium,21.65
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Premium,21.69
2026-08-24,La Libertad,Pacasmayo,San Jose,CONCORSA SAC,Gasolina Premium,23.50
2026-08-24,La Libertad,Pacasmayo,San Jose,GRAN PRIX CORPORACION EIRL,Gasolina Premium,21.63
2026-08-24,La Libertad,Pacasmayo,San Jose,SERVICIOS LA ESPERANZA,Gasolina Premium,22.45
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Regular,20.19
2026-08-24,La Libertad,Pacasmayo,San Jose,AERO GAS DEL NORTE SOCIEDAD ANONIMA  CERRADA,Gasolina Regular,20.19
2026-08-24,La Libertad,Pacasmayo,San Jose,CONCORSA SAC,Gasolina Regular,22.50
2026-08-24,La Libertad,Pacasmayo,San Jose,ESTACION DE SERVICIOS SAN MIGUEL SP S.A.C,Gasolina Regular,19.90
2026-08-24,La Libertad,Pacasmayo,San Jose,GRAN PRIX CORPORACION EIRL,Gasolina Regular,20.15
2026-08-24,La Libertad,Pacasmayo,San Jose,SERVICIOS LA ESPERANZA,Gasolina Regular,21.10
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,COMBUSTIBLES Y ENERGIAS SANTA LUCIA S.A.C.,Diesel DB5,25.10
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.,Diesel DB5,24.99
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,SERVICENTRO Y MULTISERVICIOS SAN PEDRO S.A.C.,Diesel DB5,25.18
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,COMBUSTIBLES Y ENERGIAS SANTA LUCIA S.A.C.,Gasolina Premium,23.00
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.,Gasolina Premium,22.39
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,SERVICENTRO Y MULTISERVICIOS SAN PEDRO S.A.C.,Gasolina Premium,22.55
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,COMBUSTIBLES Y ENERGIAS SANTA LUCIA S.A.C.,Gasolina Regular,21.29
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,ESTACION DE SERVICIOS SANTO TOMAS DE LIMA S.A.C.,Gasolina Regular,20.99
2026-08-24,La Libertad,Pacasmayo,San Pedro De Lloc,SERVICENTRO Y MULTISERVICIOS SAN PEDRO S.A.C.,Gasolina Regular,21.29
2026-08-24,La Libertad,Pataz,Huancaspata,NEGOCIOS E INVERSIONES LYSEN S.A.C.,Diesel DB5,26.50
2026-08-24,La Libertad,Pataz,Huancaspata,NEGOCIOS E INVERSIONES LYSEN S.A.C.,Gasolina Premium,24.00
2026-08-24,La Libertad,Pataz,Huancaspata,NEGOCIOS E INVERSIONES LYSEN S.A.C.,Gasolina Regular,23.00
2026-08-24,La Libertad,Pataz,Parcoy,"DISTRIBUIDORA DE REPUESTOS, LUBRICANTES Y COMBUSTIBLES S.R.L.",Diesel DB5,25.50
2026-08-24,La Libertad,Pataz,Parcoy,ESTACION DE SERVICIOS CHUCHUMARAY S.A.C.,Diesel DB5,27.99
2026-08-24,La Libertad,Pataz,Parcoy,FRANCISCO JAVIER ZEVALLOS ESPINOZA,Diesel DB5,27.99
2026-08-24,La Libertad,Pataz,Parcoy,GRIFO JURADO EIRL,Diesel DB5,23.50
2026-08-24,La Libertad,Pataz,Parcoy,INVERSIONES Y COMBUSTIBLES KML EIRL,Diesel DB5,26.50
2026-08-24,La Libertad,Pataz,Parcoy,REPRESENTACIONES EL ALFARERO I S.A.C.,Diesel DB5,27.00
2026-08-24,La Libertad,Pataz,Parcoy,"DISTRIBUIDORA DE REPUESTOS, LUBRICANTES Y COMBUSTIBLES S.R.L.",Gasolina Premium,23.50
2026-08-24,La Libertad,Pataz,Parcoy,FRANCISCO JAVIER ZEVALLOS ESPINOZA,Gasolina Premium,24.99
2026-08-24,La Libertad,Pataz,Parcoy,GRIFO JURADO EIRL,Gasolina Premium,22.50
2026-08-24,La Libertad,Pataz,Parcoy,INVERSIONES Y COMBUSTIBLES KML EIRL,Gasolina Premium,24.00
2026-08-24,La Libertad,Pataz,Parcoy,REPRESENTACIONES EL ALFARERO I S.A.C.,Gasolina Premium,23.50
2026-08-24,La Libertad,Pataz,Parcoy,"DISTRIBUIDORA DE REPUESTOS, LUBRICANTES Y COMBUSTIBLES S.R.L.",Gasolina Regular,22.50
2026-08-24,La Libertad,Pataz,Parcoy,ESTACION DE SERVICIOS CHUCHUMARAY S.A.C.,Gasolina Regular,23.99
2026-08-24,La Libertad,Pataz,Parcoy,FRANCISCO JAVIER ZEVALLOS ESPINOZA,Gasolina Regular,23.99
